wk_subject_id,kanji,primary_meaning,other_meanings,onyomi,kunyomi,nanori,radical_subject_ids,radical_characters,radical_meanings,visually_similar_subject_ids,visually_similar_kanji,meaning_mnemonic,reading_mnemonic,url,wk_level,srs_stage,StrokeImg,extra_reading_mnemonic
2185,乃,From,,ない,"の, なんじ, すなわ",,200,乃,Stairs,,,"What do <radical>stairs</radical> do? They take you <kanji>from</kanji> where you were, to somewhere else. They're a way to get <kanji>from</kanji> place to place. 

Picture yourself climbing stairs, picture going from room to room. From place to place. From wherever you were to wherever you want to be.

(This radical looks like a little flight of stairs, don't you think? Also note it's being held up by a pillar or beam or something on the left side. After all, you don't want your stairs collapsing as you walk up them.)","If you're going <kanji>from</kanji> place to place, make sure you have some <reading>no</reading>ri (の) seaweed on you, in case you get hungry. Nori is a great source of energy.

Imagine yourself going from one place to another with your pockets stuffed full of nori. The smell is starting to get overwhelming. It's making you really hungry (or nauseous, depending on how you feel about nori!).",https://www.wanikani.com/kanji/%E4%B9%83,52,,"<img src=""jisho_strokes_04E43.png"">",
2172,倫,Ethics,,りん,,,"75, 8764, 1, 226","ｲ, 𠆢, 一, 冊","Leader, Hat, Ground, Bookshelf",2175,偏,"A <radical>leader</radical> puts their <radical>hat</radical> on the <radical>ground</radical> next to a <radical>bookshelf</radical>. This is a test in <kanji>ethics</kanji>. People hang around the bookshelf, and the leader wants to see if anyone will steal the hat or not. That's why its a test of ethics.","To test your <kanji>ethics</kanji> even more, the leader puts down a <reading>rin</reading>g (りん) as well. Now we'll really see how everyone's ethics are. Will they turn in the expensive ring to the lost and found? Will they ignore it? Will they steal it?",https://www.wanikani.com/kanji/%E5%80%AB,52,,"<img src=""jisho_strokes_0502B.png"">",
2175,偏,Biased,Bias,へん,かたよ,,"75, 338","ｲ, 扁","Leader, Library","2172, 1713, 1445","倫, 雇, 編","The <radical>leader</radical> of the <radical>library</radical> thinks that all the books in their library are better than everyone else's books. He's a very <kanji>biased</kanji> person. If he wasn't the leader of that specific library he'd probably feel differently.

Imagine showing the leader your favorite book. ""That's not a book in MY library,"" he says, and throws it in the trash. That's so biased! He didn't even give it a shot!",You decide to give in to his <kanji>biased</kanji> recommendations and look at what he has in his library. It doesn't take long until you realize that these books are all about <reading>hen</reading>s (へん) and hen care. This guy is so biased about his favorite books that he only filled his library with what HE wants to read. And apparently that thing is taking care of hens... weird.,https://www.wanikani.com/kanji/%E5%81%8F,52,,"<img src=""jisho_strokes_0504F.png"">","偏る (かたよる) - The kanji itself means <kanji>biased</kanji>, so the verb version is <vocabulary>to be biased</vocabulary> or <vocabulary>to be prejudiced</vocabulary>. You meet someone who claims <vocabulary>to be biased</vocabulary> about everything. You ask them why and they say, ""I'm a <reading>cutter, yo</reading> (かたよ)! I cut everything in half and only like one of 'em. But I guess if you wanna call that biased go ahead, man."" Huh, okay."
2158,呂,Bath,"Bathtub, Spine","ろ, りょ",せぼね,,282,呂,Bathtub,,,"I hope all you're doing in the <radical>bathtub</radical> is taking a <kanji>bath</kanji>. I mean, you can do other things if you want I guess. But bathtubs were made just for baths!

(See the dude sitting inside the box? His head is sticking out the top. That's a bathtub he's sitting in.)","When do you miss taking a <kanji>bath</kanji> the most? When you're on the <reading>ro</reading>ad (ろ). Traveling is fun and all, but when you're stuck in a car, traveling down a dirt road for days, all you want to do is take a nice long bath.",https://www.wanikani.com/kanji/%E5%91%82,52,,"<img src=""jisho_strokes_05442.png"">",
2168,唆,Instigate,,さ,"そそのか, そそ",,"16, 427","口, 夋","Mouth, Spider",,,"Beside your <radical>mouth</radical> is an evil <radical>spider</radical> that tries to <kanji>instigate</kanji> you into saying bad things and starting a riot. It's like the little silken puppet master of your mouth or something. Don't let it instigate you!

Imagine this spider controlling your mouth with its web, making you say things you wouldn't dare think of. ""Free healthcare for all!"" ""Pineapple is a legitimate pizza topping!"" Man, you gotta stop letting that spider instigate you into saying weird stuff.

Instigate means ""to initiate, provoke, or urge someone to take a specific action"".","You want the spider to stop <kanji>instigate</kanji>-ing you into saying bad things and starting riots. So you pick up a <reading>saw</reading> (さ) and start cutting off the silken threads that are controlling your mouth. If this spider's web is strong enough to control your mouth, you will most likely need a saw to cut it off, right?",https://www.wanikani.com/kanji/%E5%94%86,52,,"<img src=""jisho_strokes_05506.png"">",
2164,噴,Erupt,,ふん,ふ,,"16, 15, 90, 94","口, 十, 艹, 貝","Mouth, Cross, Flowers, Shellfish","2390, 2111","憤, 墳","From your <radical>mouth</radical> comes a <radical>cross</radical>, some <radical>flowers</radical>, and <radical>shellfish</radical>. It all <kanji>erupt</kanji>s from your mouth!

Imagine these three things coming out of your mouth not one at a time, but all together like an eruption.","When do inanimate objects <kanji>erupt</kanji> from your mouth? Mostly when you're having <reading>fun</reading> (ふん). It's really inconvenient that things erupt from your mouth whenever you're having fun. Makes it hard to have fun.

Fun fact: when you see 賁 in a kanji, the reading is probably going to be ふん.",https://www.wanikani.com/kanji/%E5%99%B4,52,,"<img src=""jisho_strokes_05674.png"">","噴き出す (ふきだす) - 噴 means <kanji>eruption</kanji>, and 出す can mean ""to let out,"" right? Well if you let out an eruption, it's probably going to cause something <vocabulary>to burst out</vocabulary>. You know, like lava out of a volcano. Or maybe it's going to <vocabulary>to spout out</vocabulary>, like a geyser out of the earth. Don't be a <reading>foo</reading>l (ふ). This may remind you of another word you've learned: <reading>吹き出す</reading>. They're very similar and often interchangeable, but in general 噴き出す is used for things that spout out with even more power and intensity. Along those lines, it can also be used figuratively, like when pent-up emotions burst out suddenly."
2161,孤,Orphan,"Alone, Solitary, Solitude",こ,,,"384, 34","瓜, 子","Melon, Child","1575, 2218, 1812, 2466","爪, 瓜, 弧, 狐","There was once a <radical>melon</radical> <radical>child</radical>, that is, a child with the body of a melon. When he was born, his parents didn't want him, so he became an <kanji>orphan</kanji>.

The ""melon boy orphan,"" is what they called him. Imagine a melon (your favorite kind) with a face and arms and legs sticking out. He walks up to you and says ""hello kind person, I am an orphan.""",The <kanji>orphan</kanji> melon boy is but a <reading>子</reading> (こ).,https://www.wanikani.com/kanji/%E5%AD%A4,52,,"<img src=""jisho_strokes_05B64.png"">",
2181,怠,Lazy,Neglect,たい,"おこた, なま",,"417, 65","台, 心","Machine, Heart",,,"If you give a <radical>machine</radical> a <radical>heart</radical> it will get <kanji>lazy</kanji>. Hearts give us emotions and with emotions we become weak. Why would a machine with a heart want to work anymore? Nah. It's lazy time now.

Picture a machine with a heart, lying on the couch, eating oil snacks, and snoozing. What a lazy machine!","The machine is so <kanji>lazy</kanji> it won't even wear its <reading>tie</reading> (たい) anymore. That was the only official thing left about it, but now it's as lazy as a human. Would a lazy human put on a tie? I don't think so.

Picture the lazy machine sitting on the couch again. There are untied ties all over the floor.",https://www.wanikani.com/kanji/%E6%80%A0,52,,"<img src=""jisho_strokes_06020.png"">","怠る (おこたる) - The kanji itself means <kanji>neglect</kanji>, so the verb version is <vocabulary>to be negligent</vocabulary> or <vocabulary>to neglect</vocabulary> something. If you always seem <vocabulary>to be negligent</vocabulary> to your kids you'll end up with this situation. It's winter and your kid comes home from school covered in snow and sneezing. ""<reading>Oh, coat</reading>... (おこた)"" you say. You didn't give them a coat when they went out today. Maybe if you weren't so negligent that wouldn't have happened.

怠ける (なまける) - The kanji itself means <kanji>neglect</kanji> and <kanji>lazy</kanji>, so the verb version is <vocabulary>to neglect</vocabulary> or <vocabulary>to be idle</vocabulary>. You decide <vocabulary>to neglect</vocabulary> everything. Your school, your family, even your own <reading>name</reading> (なま). You've managed <vocabulary>to slack</vocabulary> for so long that you can't even remember your name? That's pretty impressive, actually.

怠い (だるい) - What's the adjective form of <kanji>lazy</kanji>? It's <vocabulary>sluggish</vocabulary> and <vocabulary>dull</vocabulary>. The reading for this word is an EXCEPTION. If you're feeling <vocabulary>sluggish</vocabulary> just turn on <reading>Daru</reading>de's (だる) ""Sandstorm"" and it will perk you right up. But a world where people don't know Darude's ""<a href=""https://www.youtube.com/watch?v=y6120QOlsfU"" target=""_blank"">Sandstorm</a>""  is full of sluggish, dull nerds.

The machine with a heart doesn't wear its tie, but it wears it's Oh coat (a coat shaped as an O). It forgets it's name, so it says it is Darude from Sandstorm."
2171,恒,Constant,Always,こう,"つね, つねに",,"232, 1, 293","忄, 一, 旦","Soul, Ground, Dawn",1851,垣,"Your <radical>soul</radical> is like the <radical>ground</radical> or the <radical>dawn</radical>. It is <kanji>constant</kanji>, never changing.","Also <kanji>constant</kanji> is the Emperor <reading>こう</reading>いち, who will surely rule for a thousand more years! A constant rule from Emperor こういち means constant kanji learning and reviews. They will always be constant!",https://www.wanikani.com/kanji/%E6%81%92,52,,"<img src=""jisho_strokes_06052.png"">",
2183,惰,Lazy,,だ,,,"232, 26, 25, 43","忄, ナ, 工, 月","Soul, Narwhal, Construction, Moon",,,"In its <radical>soul</radical>, a <radical>narwhal</radical> that's supposed to do <radical>construction</radical> under the <radical>moon</radical>, will be too <kanji>lazy</kanji> to do it. And when your soul is lazy, there's no way you'll be able to get something done.

Picture the lazy narwhal laying on a block of ice in the moonlight. There are tools and other blocks of ice around, but he just can't seem to get up and do any construction work.","You can't tell the <kanji>lazy</kanji> narwhal he's being lazy because he's your <reading>da</reading>d (だ). If he was anyone else you'd tell him off for being lazy, but you can't tell off your dad. That's just not right.",https://www.wanikani.com/kanji/%E6%83%B0,52,,"<img src=""jisho_strokes_060F0.png"">",
